Date,SNo_x,BTC_Name,BTC_Symbol,BTC_High,BTC_Low,BTC_Open,BTC_Close,BTC_Volume,BTC_Marketcap,SNo_y,ETH_Name,ETH_Symbol,ETH_High,ETH_Low,ETH_Open,ETH_Close,ETH_Volume,ETH_Marketcap,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Adj Close,^GSPC_Volume,^DJI_Open,^DJI_High,^DJI_Low,^DJI_Close,^DJI_Adj Close,^DJI_Volume,^IXIC_Open,^IXIC_High,^IXIC_Low,^IXIC_Close,^IXIC_Adj Close,^IXIC_Volume,^RUT_Open,^RUT_High,^RUT_Low,^RUT_Close,^RUT_Adj Close,^RUT_Volume
2013-04-29,1,Bitcoin,BTC,147.48800659179688,134.0,134.44400024414062,144.5399932861328,0.0,1603768864.5,,,,,,,,,,1582.3399658203125,1596.6500244140625,1582.3399658203125,1593.6099853515625,1593.6099853515625,2891200000.0,14712.5498046875,14844.9599609375,14712.5498046875,14818.75,14818.75,97060000.0,3290.31005859375,3315.330078125,3289.419921875,3307.02001953125,3307.02001953125,1594110000.0,938.219970703125,943.52001953125,937.7100219726562,942.4299926757812,942.4299926757812,2891200000.0
2013-04-30,2,Bitcoin,BTC,146.92999267578125,134.0500030517578,144.0,139.0,0.0,1542813125.0,,,,,,,,,,1593.5799560546875,1597.5699462890625,1586.5,1597.5699462890625,1597.5699462890625,3745070000.0,14818.75,14839.7998046875,14734.4697265625,14839.7998046875,14839.7998046875,148250000.0,3308.050048828125,3328.7900390625,3298.580078125,3328.7900390625,3328.7900390625,1984270000.0,942.2100219726562,947.4600219726562,939.2999877929688,947.4600219726562,947.4600219726562,3745070000.0
2013-05-01,3,Bitcoin,BTC,139.88999938964844,107.72000122070312,139.0,116.98999786376952,0.0,1298954593.75,,,,,,,,,,1597.550048828125,1597.550048828125,1581.280029296875,1582.699951171875,1582.699951171875,3530320000.0,14839.7998046875,14839.7998046875,14687.0498046875,14700.9501953125,14700.9501953125,112620000.0,3325.35009765625,3330.02001953125,3296.5,3299.1298828125,3299.1298828125,1884600000.0,945.530029296875,945.530029296875,924.2100219726562,924.2100219726562,924.2100219726562,3530320000.0
2013-05-02,4,Bitcoin,BTC,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,0.0,1168517495.25,,,,,,,,,,1582.77001953125,1598.5999755859375,1582.77001953125,1597.5899658203125,1597.5899658203125,3366950000.0,14700.9501953125,14834.6298828125,14700.9501953125,14831.580078125,14831.580078125,91180000.0,3306.14990234375,3344.89990234375,3305.81005859375,3340.6201171875,3340.6201171875,1757480000.0,927.9500122070312,940.719970703125,927.9500122070312,939.8499755859375,939.8499755859375,3366950000.0
2013-05-03,5,Bitcoin,BTC,108.12799835205078,79.0999984741211,106.25,97.75,0.0,1085995168.75,,,,,,,,,,1597.5999755859375,1618.4599609375,1597.5999755859375,1614.4200439453125,1614.4200439453125,3603910000.0,14831.580078125,15009.58984375,14831.580078125,14973.9599609375,14973.9599609375,119890000.0,3371.409912109375,3388.1201171875,3370.300048828125,3378.6298828125,3378.6298828125,1745570000.0,946.9400024414062,959.5499877929688,946.9400024414062,954.4199829101562,954.4199829101562,3603910000.0
2013-05-04,6,Bitcoin,BTC,115.0,92.5,98.0999984741211,112.5,0.0,1250316562.5,,,,,,,,,,1597.5999755859375,1618.4599609375,1597.5999755859375,1614.4200439453125,1614.4200439453125,3603910000.0,14831.580078125,15009.58984375,14831.580078125,14973.9599609375,14973.9599609375,119890000.0,3371.409912109375,3388.1201171875,3370.300048828125,3378.6298828125,3378.6298828125,1745570000.0,946.9400024414062,959.5499877929688,946.9400024414062,954.4199829101562,954.4199829101562,3603910000.0
2013-05-05,7,Bitcoin,BTC,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,0.0,1288693175.5,,,,,,,,,,1597.5999755859375,1618.4599609375,1597.5999755859375,1614.4200439453125,1614.4200439453125,3603910000.0,14831.580078125,15009.58984375,14831.580078125,14973.9599609375,14973.9599609375,119890000.0,3371.409912109375,3388.1201171875,3370.300048828125,3378.6298828125,3378.6298828125,1745570000.0,946.9400024414062,959.5499877929688,946.9400024414062,954.4199829101562,954.4199829101562,3603910000.0
2013-05-06,8,Bitcoin,BTC,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,0.0,1249023060.0,,,,,,,,,,1614.4000244140625,1619.77001953125,1614.2099609375,1617.5,1617.5,3062240000.0,14973.9599609375,14988.8701171875,14941.08984375,14968.8896484375,14968.8896484375,116160000.0,3382.330078125,3396.2099609375,3381.43994140625,3392.969970703125,3392.969970703125,1500410000.0,954.9299926757812,960.219970703125,954.8699951171875,959.7999877929688,959.7999877929688,3062240000.0
2013-05-07,9,Bitcoin,BTC,113.44400024414062,97.6999969482422,112.25,111.5,0.0,1240593600.0,,,,,,,,,,1617.550048828125,1626.030029296875,1616.6400146484375,1625.9599609375,1625.9599609375,3309580000.0,14968.8896484375,15056.669921875,14968.8896484375,15056.2001953125,15056.2001953125,117230000.0,3398.840087890625,3402.239990234375,3381.0400390625,3396.6298828125,3396.6298828125,1709800000.0,961.1799926757812,967.8200073242188,958.8499755859375,967.8200073242188,967.8200073242188,3309580000.0
2013-05-08,10,Bitcoin,BTC,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0.0,1264049202.15,,,,,,,,,,1625.949951171875,1632.780029296875,1622.699951171875,1632.68994140625,1632.68994140625,3554700000.0,15056.2001953125,15106.8095703125,15021.8701171875,15105.1201171875,15105.1201171875,113510000.0,3394.889892578125,3413.27001953125,3389.800048828125,3413.27001953125,3413.27001953125,1756400000.0,965.9000244140625,970.4099731445312,963.7899780273438,970.4099731445312,970.4099731445312,3554700000.0
2013-05-09,11,Bitcoin,BTC,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,0.0,1254535382.0,,,,,,,,,,1632.68994140625,1635.010009765625,1623.0899658203125,1626.6700439453125,1626.6700439453125,3457400000.0,15105.1201171875,15144.830078125,15046.8701171875,15082.6201171875,15082.6201171875,97810000.0,3408.93994140625,3428.5400390625,3403.429931640625,3409.169921875,3409.169921875,1826220000.0,969.760009765625,970.4600219726562,964.8400268554688,966.260009765625,966.260009765625,3457400000.0
2013-05-10,12,Bitcoin,BTC,122.0,111.5510025024414,112.79900360107422,117.1999969482422,0.0,1305479080.0,,,,,,,,,,1626.68994140625,1633.699951171875,1623.7099609375,1633.699951171875,1633.699951171875,3086470000.0,15082.6201171875,15118.490234375,15038.1796875,15118.490234375,15118.490234375,98980000.0,3414.840087890625,3436.60009765625,3411.590087890625,3436.580078125,3436.580078125,1689730000.0,967.7000122070312,975.1599731445312,967.7000122070312,975.1599731445312,975.1599731445312,3086470000.0
2013-05-11,13,Bitcoin,BTC,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,0.0,1284207489.42,,,,,,,,,,1626.68994140625,1633.699951171875,1623.7099609375,1633.699951171875,1633.699951171875,3086470000.0,15082.6201171875,15118.490234375,15038.1796875,15118.490234375,15118.490234375,98980000.0,3414.840087890625,3436.60009765625,3411.590087890625,3436.580078125,3436.580078125,1689730000.0,967.7000122070312,975.1599731445312,967.7000122070312,975.1599731445312,975.1599731445312,3086470000.0
2013-05-12,14,Bitcoin,BTC,117.4489974975586,113.43499755859376,115.63999938964844,115.0,0.0,1281982625.0,,,,,,,,,,1626.68994140625,1633.699951171875,1623.7099609375,1633.699951171875,1633.699951171875,3086470000.0,15082.6201171875,15118.490234375,15038.1796875,15118.490234375,15118.490234375,98980000.0,3414.840087890625,3436.60009765625,3411.590087890625,3436.580078125,3436.580078125,1689730000.0,967.7000122070312,975.1599731445312,967.7000122070312,975.1599731445312,975.1599731445312,3086470000.0
2013-05-13,15,Bitcoin,BTC,118.6989974975586,114.5,114.81999969482422,117.9800033569336,0.0,1315710010.5,,,,,,,,,,1632.0999755859375,1636.0,1626.739990234375,1633.77001953125,1633.77001953125,2910600000.0,15113.419921875,15113.419921875,15053.4599609375,15091.6796875,15091.6796875,94280000.0,3429.530029296875,3447.10009765625,3426.669921875,3438.7900390625,3438.7900390625,1615510000.0,974.2100219726562,976.219970703125,971.239990234375,973.7899780273438,973.7899780273438,2910600000.0
2013-05-14,16,Bitcoin,BTC,119.8000030517578,110.25,117.9800033569336,111.5,0.0,1243874487.5,,,,,,,,,,1633.75,1651.0999755859375,1633.75,1650.3399658203125,1650.3399658203125,3457790000.0,15091.6796875,15219.5498046875,15089.2998046875,15215.25,15215.25,124590000.0,3439.719970703125,3468.669921875,3439.719970703125,3462.610107421875,3462.610107421875,1820520000.0,974.0399780273438,985.9600219726562,974.0399780273438,985.9600219726562,985.9600219726562,3457790000.0
2013-05-15,17,Bitcoin,BTC,115.80999755859376,103.5,111.4000015258789,114.22000122070312,0.0,1274623812.5,,,,,,,,,,1649.1300048828125,1661.489990234375,1646.6800537109375,1658.780029296875,1658.780029296875,3657440000.0,15211.8701171875,15301.33984375,15175.3896484375,15275.6904296875,15275.6904296875,124030000.0,3455.669921875,3475.47998046875,3452.31005859375,3471.6201171875,3471.6201171875,1843910000.0,983.530029296875,991.5499877929688,983.0700073242188,988.5399780273438,988.5399780273438,3657440000.0
2013-05-16,18,Bitcoin,BTC,118.76000213623048,112.1999969482422,114.22000122070312,118.76000213623048,0.0,1325726787.0,,,,,,,,,,1658.0699462890625,1660.510009765625,1648.5999755859375,1650.469970703125,1650.469970703125,3513130000.0,15273.919921875,15302.490234375,15215.8203125,15233.2197265625,15233.2197265625,145090000.0,3473.159912109375,3485.949951171875,3462.239990234375,3465.239990234375,3465.239990234375,1945760000.0,986.97998046875,990.4400024414062,983.0800170898438,985.3400268554688,985.3400268554688,3513130000.0
2013-05-17,19,Bitcoin,BTC,125.3000030517578,116.5709991455078,118.20999908447266,123.01499938964844,0.0,1373723881.88,,,,,,,,,,1652.449951171875,1667.469970703125,1652.449951171875,1667.469970703125,1667.469970703125,3440710000.0,15234.75,15357.400390625,15234.75,15354.400390625,15354.400390625,175750000.0,3483.409912109375,3499.199951171875,3473.0400390625,3498.969970703125,3498.969970703125,1828610000.0,986.9299926757812,996.469970703125,986.9299926757812,996.280029296875,996.280029296875,3440710000.0
2013-05-18,20,Bitcoin,BTC,125.25,122.3000030517578,123.5,123.4980010986328,0.0,1379574545.85,,,,,,,,,,1652.449951171875,1667.469970703125,1652.449951171875,1667.469970703125,1667.469970703125,3440710000.0,15234.75,15357.400390625,15234.75,15354.400390625,15354.400390625,175750000.0,3483.409912109375,3499.199951171875,3473.0400390625,3498.969970703125,3498.969970703125,1828610000.0,986.9299926757812,996.469970703125,986.9299926757812,996.280029296875,996.280029296875,3440710000.0
2013-05-19,21,Bitcoin,BTC,124.5,119.5709991455078,123.21099853515624,121.98999786376952,0.0,1363204702.75,,,,,,,,,,1652.449951171875,1667.469970703125,1652.449951171875,1667.469970703125,1667.469970703125,3440710000.0,15234.75,15357.400390625,15234.75,15354.400390625,15354.400390625,175750000.0,3483.409912109375,3499.199951171875,3473.0400390625,3498.969970703125,3498.969970703125,1828610000.0,986.9299926757812,996.469970703125,986.9299926757812,996.280029296875,996.280029296875,3440710000.0
2013-05-20,22,Bitcoin,BTC,123.62100219726562,120.12000274658205,122.5,122.0,0.0,1363709900.0,,,,,,,,,,1665.7099609375,1672.8399658203125,1663.52001953125,1666.2900390625,1666.2900390625,3275080000.0,15348.330078125,15391.83984375,15314.150390625,15335.2802734375,15335.2802734375,116420000.0,3490.4599609375,3509.409912109375,3488.1298828125,3496.429931640625,3496.429931640625,1745260000.0,994.2999877929688,1001.5,994.2999877929688,997.97998046875,997.97998046875,3275080000.0
2013-05-21,23,Bitcoin,BTC,123.0,121.20999908447266,122.0199966430664,122.87999725341795,0.0,1374013440.0,,,,,,,,,,1666.199951171875,1674.9300537109375,1662.6700439453125,1669.1600341796875,1669.1600341796875,3513560000.0,15334.9697265625,15434.5,15325.6796875,15387.580078125,15387.580078125,122970000.0,3495.4599609375,3512.14990234375,3486.8798828125,3502.1201171875,3502.1201171875,1776780000.0,997.8200073242188,1000.5900268554688,995.2000122070312,998.780029296875,998.780029296875,3513560000.0
2013-05-22,24,Bitcoin,BTC,124.0009994506836,122.0,122.88999938964844,123.88899993896484,0.0,1385778992.85,,,,,,,,,,1669.3900146484375,1687.1800537109375,1648.8599853515625,1655.3499755859375,1655.3499755859375,4361020000.0,15387.1201171875,15542.400390625,15265.9599609375,15307.169921875,15307.169921875,171850000.0,3503.47998046875,3532.0400390625,3446.9599609375,3463.300048828125,3463.300048828125,2179330000.0,999.0700073242188,1008.22998046875,977.4099731445312,982.260009765625,982.260009765625,4361020000.0
2013-05-23,25,Bitcoin,BTC,126.93399810791016,123.0999984741211,123.8000030517578,126.6999969482422,0.0,1417769832.5,,,,,,,,,,1651.6199951171875,1655.5,1635.530029296875,1650.510009765625,1650.510009765625,3945510000.0,15300.5703125,15348.41015625,15180.23046875,15294.5,15294.5,148810000.0,3426.070068359375,3467.1298828125,3422.510009765625,3459.419921875,3459.419921875,1820670000.0,975.2999877929688,984.2899780273438,970.6300048828125,984.280029296875,984.280029296875,3945510000.0
2013-05-24,26,Bitcoin,BTC,133.85000610351562,125.71900177001952,126.3000030517578,133.1999969482422,0.0,1491070770.0,,,,,,,,,,1646.6700439453125,1649.780029296875,1636.8800048828125,1649.5999755859375,1649.5999755859375,2758080000.0,15290.740234375,15306.7099609375,15199.6298828125,15303.099609375,15303.099609375,105660000.0,3438.280029296875,3459.469970703125,3429.31005859375,3459.139892578125,3459.139892578125,1449210000.0,980.4000244140625,984.3400268554688,973.8800048828125,984.280029296875,984.280029296875,2758080000.0
2013-05-25,27,Bitcoin,BTC,133.218994140625,128.89999389648438,133.10000610351562,131.97999572753906,0.0,1477958233.0,,,,,,,,,,1646.6700439453125,1649.780029296875,1636.8800048828125,1649.5999755859375,1649.5999755859375,2758080000.0,15290.740234375,15306.7099609375,15199.6298828125,15303.099609375,15303.099609375,105660000.0,3438.280029296875,3459.469970703125,3429.31005859375,3459.139892578125,3459.139892578125,1449210000.0,980.4000244140625,984.3400268554688,973.8800048828125,984.280029296875,984.280029296875,2758080000.0
2013-05-26,28,Bitcoin,BTC,136.0,130.61500549316406,131.98599243164062,133.47999572753906,0.0,1495293015.0,,,,,,,,,,1646.6700439453125,1649.780029296875,1636.8800048828125,1649.5999755859375,1649.5999755859375,2758080000.0,15290.740234375,15306.7099609375,15199.6298828125,15303.099609375,15303.099609375,105660000.0,3438.280029296875,3459.469970703125,3429.31005859375,3459.139892578125,3459.139892578125,1449210000.0,980.4000244140625,984.3400268554688,973.8800048828125,984.280029296875,984.280029296875,2758080000.0
